"10.2307/1571865","Front Matter","","Leonardo",1,"3",1968-07-01,"pp. i-ii","10.2307/1571865","The MIT Press","mis","",""
"10.2307/1571866","Sculpture and the Principle of Bipolarity","Martin Blaszko","Leonardo",1,"3",1968-07-01,"pp. 223-232","10.2307/1571866","The MIT Press","fla","","Every artist has a personal need of expression, and, after some time, his work takes on a character that satisfies this need. The author finds that sculptural structures based on the principle of bipolarity provide him with such a personal form of expression. The term bipolarity refers to a structure having two diametrically opposed characteristics or natures. In each new work the artist states that he struggles with antagonistic forces, which obsess him until a motif crystallizes to give him a sense of liberation and of aesthetic satisfaction. He arranges his structural composition in such a way that the eyes move, in what appears to him a natural way, from major to minor elements. He points out the guide lines he follows in arriving at proportions for his structures; noting the importance that the bipolarity of the vertical and horizontal elements, and the forms of harmony, in particular the golden mean developed by the ancient Greeks, have in his works. He concludes with the view that the work of artists with optical illusions might be of help to physicists and psychologists. /// Chaque artiste a un besoin d'expression qui lui est propre, et son œuvre prend, après un certain temps, un caractère qui satisfait ce besoin. L'auteur pense que la structure des sculptures fondée sur le principe de la bipolarité lui permet d'avoir une forme d'expression personnelle. Le terme bipolarité se rapporte à une structure qui a deux caractéristiques ou deux natures diamétricalement opposées. Pour chaque œuvre nouvelle, l'artiste combat avec des forces antagonistes qui l'obsèdent jusqu'à ce qu'un motif, en se cristallisant, lui donne un sentiment de libération et de satisfaction esthétique. Il ordonne la structure de ses compositions de manière à ce que l'œil se déplace des éléments les plus importants vers les moins importants, ce qui lui paraît être un mouvement naturel. Il souligne les lignes directrices qu'il suit pour arriver aux proportions de ses œuvres, et note l'importance qu'ont, dans ses œuvres, la bipolarité des éléments verticaux et horizontaux, et les formes d'harmonie, en particulier la règle d'or de la Grèce antique. Pour conclure, il pense que l'œuvre d'artistes qui utilisent l'illusion d'optique pourrait apporter une aide aux savants et aux psychologues."
"10.2307/1571867","Art and Mathesis: Mondrian's Structures","Anthony Hill","Leonardo",1,"3",1968-07-01,"pp. 233-242","10.2307/1571867","The MIT Press","fla","","The author introduces extracts from his study of the relationship of the works of Mondrian to mathematics. They are part of his research into mathematical thinking and abstract art. Concepts of structure, especially topological concepts of connectivity, are applied to the linear schemes in Mondrian's compositions. The schemes, to be regarded as networks, are then analysed in terms used in Graph Theory. The idea of the linear infra-structure is introduced as well as the idea of the formal topological image. The notion of symmetry is restated for structures, where congruence is defined topologically; as a result, the discussion of symmetry and asymmetry as applied to Mondrian's compositions is broadened. The possibility of computing the information content of linear infra-structures is discussed by the author. He investigates Mondrian's 'axioms' treating them as a restricted sub-set of possibilities allowed when composing on a square lattice. The author hopes to have shown how we could enrich our pleasure and interest in looking at Mondrian's paintings--through asking different kinds of questions relating to their structure and geometry. Furthermore the approach may be used consciously by the artist in creating his works. /// L'auteur présente des extraits de son étude sur les rapports existant entre les œuvres de Mondrian et les mathématiques. Ces extraits font partie de ses recherches sur la pensée mathématique et l'art abstrait. Des concepts de structure, et en particulier des concepts topologiques de connexité, sont appliqués aux compositions linéaires dans les œuvres de Mondrian. Ces compositions, dans lesquelles il faut voir des réseaux, sont ensuite analysées d'après la théorie des graphes. Il nous propose l'idée d'une infrastructure linéaire, ainsi que celle d'une image topologique formelle. Il précise la notion de symétrie dans les structures où la congruence est définie topologiquement, généralisant ainsi les notions de symétrie et d'assymétrie dans les compositions de Mondrian. L'auteur envisage la possibilité de calculer le contenu d'informations donné par les infrastructures linéaires. Il étudie les 'axiomes' de Mondrian en tant que sous-ensemble limité des possibilités que permet une composition sur un treillis carré. L'auteur espère montrer comment nous pouvons accroître notre plaisir et notre intérêt devant les peintures de Mondrian, en nous posant différentes questions à propos de leur structure et de leur géométrie. Et de plus, cette approche peut être consciemment utilisée par l'artiste lors de la création de ses œuvres."
"10.2307/1571868","The Mechanics of Creativity of a Painter: A Memoir","Carl Robert Holty","Leonardo",1,"3",1968-07-01,"pp. 243-252","10.2307/1571868","The MIT Press","fla","","A preference for writing only of work presently in progress is a natural one but impracticable. The author feels that his current efforts cannot be separated from his total work, for all of them are based on two unique but related philosophical concepts. The first of these deals with his personal relationship to art, i.e. the position of the artist versus the effort. The attitude taken is an arbitrary action on his part and was adopted in conformity with personal preference and necessity. The second concept is that relating to his creative process as such. This developed gradually over a long period of time and has its own ineluctable morality. Both concepts are discussed within the vehicle of a brief personal history. Some experiences are unique, others are commonly shared with contemporaries. The culminating ideas here expressed regarding the new and the modern conception of creativity deal, primarily, with its mechanics but also with what the author hopes to accomplish in the reference frame of a new imagery. /// Il est naturel, mais impracticable, de préférer écrire seulement à propos d'une œuvre actuellement en évolution. L'auteur pense que ses efforts en cours ne peuvent être séparés de l'œuvre dans son ensemble, car ils sont tous fondés sur deux concepts philosophiques distincts quoiqu'apparentés. Le premier de ces concepts a trait à l'attitude personnelle de l'auteur envers l'art, c'est à dire à la position de l'artiste par rapport à l'effort. L'attitude qu'il prend est une action arbitraire de sa part, et a été adoptée en fonction de ses propres besoins et préférences. Le second concept a pour objet le processus créatif en tant que tel. Celui-ci s'est développé graduellement durant une longue période, et possède sa propre moralité inéluctable. Les deux concepts sont étudiés grâce à un bref aperçu biographique. Certaines expériences sont uniques, d'autres ont aussi été faites par des artistes contemporains. Les idées maîtresses développées ici, en ce qui concerne cette nouvelle et moderne conception de la créativité, ont trait principalement à ses mécanismes, mais aussi à ce que l'auteur espère accomplir dans le cadre de référence de nouvelles images."
"10.2307/1571869","Les collages de peinture ou pictocollages","Raoul Michau","Leonardo",1,"3",1968-07-01,"pp. 253-264","10.2307/1571869","The MIT Press","fla","","Les propriétés et les avantages des collages de peinture ou pictocollages ont été découverts par l'auteur à l'occasion de grandes compositions réalisées en hommage au mystique flamand Ruysbroeck l'Admirable. Ces collages ont été ensuite étendus à toutes sortes d'œuvres très diverses. Ils apportent une grande souplesse à la composition. Dans cette technique, l'élément collé est de la peinture, comme le champ où on l'introduit, et il est exécuté par l'artiste. L'œuvre est ainsi homogène. Les éléments sont peints sur papier, puis découpés ou déchirés (ce qui correspond au dessin). Le champ, fixe ou libre, est peint sur un support solide, pouvant résister aux efforts que provoquera la contraction du papier après collage. La composition se fait en présentant les éléments sur le champ et en les fixant provisoirement avec des épingles. Pour les grands formats, on peut travailler sur maquettes. Lorsque tout est arrêté et repèré, les éléments sont collés à la colle uinylique à froid. Les retouches peuvent être faites avec de la peinture ou avec des éléments peints. Toutes ces opérations: dessin, peinture, composition, collage, sont séparées et indépendantes, ce qui donne une grande liberté au travail. L'auteur analyse la technique sur des exemples, et, en se référant au précédent des grands découpages de Matisse, exécutés dans un esprit voisin de celui des pictocollages, il constate une subordination du collage à la peinture. A la limite, le collage devient invisible, et la technique décrite n'est qu'une autre manière de peindre, où le jeu des collages vient revigorer et rajeunir l'art de la peinture. /// The characteristics and advantages of painted collages or pictocollages were discovered by the author when he began large compositions in homage to the Flemish mystic, Ruysbroeck the Admirable. This type of collage was further extended to all kinds of paintings. In this technique, the glued element is made of painted paper, the same paint being used as on the foundation upon which it is glued, and it is made by the artist. The work is thus homogeneous. The elements, after being painted, are then cut or torn (this corresponds to drawing). The foundation, fixed or alterable in dimension, is painted on a strong material, able to resist the strains imposed upon it by the contraction of the glued paper elements during drying. The composition is worked out by arranging and pinning the elements on the foundation. For large sizes, one can work on reduced models. Following the composition, the location of elements is marked and then they are glued to the foundation with cold vinylic glue. Changes can then be made either directly with paint or with substituted painted elements. All the operations: drawing, painting, composing and gluing are separate and independent, giving the artist wide flexibility in his work. The author analyses this technique as used in several of his works. Referring to the huge 'découpages' by Matisse, which are closely related to the idea of pictocollages he points out that collage is submitted to painting. In the limiting case the elements of a collage become invisible and the technique becomes simply another manner of painting, where the game of collage will bring new strength and youth to the art of painting."
"10.2307/1571870","Creativity in Technology and the Arts","Myron A. Coler","Leonardo",1,"3",1968-07-01,"pp. 265-272","10.2307/1571870","The MIT Press","fla","","The evolution of the study of creativity as a real interdisciplinary subject is now becoming importantly evident. Better and fresher perspective in both technology and the arts may be secured through the concept of the innovational chain, which is concerned with the entire sequence of events from the original invention to its impact on society. In this broader framework of reference, many of the views on similarities and differences between the arts and the sciences can be advantageously reassessed. The creativity involved in the 'art of technology' and the 'technology of art' may reflect a basic duality and reciprocity and not a mere felicitous turn of phrase. Obsolescing attitudes such as those dependent on the archaic role of definitions and dichotomies stand in the way of the new evolution in creativity. Simple devices which, in the words of Leonardo, 'may appear trivial and almost ludicrous' are 'nevertheless of great utility in arousing the mind to various inventions'. In this larger sense, creativity in technology and creativity in the arts are but different manifestations of invention. /// L'évolution de l'étude de la créativité en tant que véritable sujet, valable dans plusieurs disciplines, prend actuellement une importance grandissante. Le concept d'innovations en chaîne, c'est à dire de la suite complète des évènements qui découlent d'une invention mère jusqu'à son impact sur la société, procure des perspectives nouvelles et meilleures dans les domaines de la technologie et de l'art. Dans ce cadre de références élargi, il est bon de revoir certaines des théories sur les similitudes et sur les dissemblances entre l'art et les sciences. La créativité impliquée dans 'l'art de la technologie' et dans 'la technologie de l'art' peut refléter une dualité et une réciprocité fondamentales, et non simplement un heureux choix de mots. Des attitudes désuètes, comme celles fondées sur le rôle périmé des définitions et des dichotomies, font obstacle à la nouvelle évolution de l'idée de créativité. De nouvelles idées très simples qui, d'après Léonard de Vinci, 'peuvent paraître triviales et presque grotesques' sont 'néanmoins d'une grande utilité pour éveiller l'esprit á des inventions diverses'. Dans ce sens plus large, la créativité en technologie et la créativité en art ne sont que des manifestations différentes de l'invention."
"10.2307/1571871","The Ethological Command in Art","Richard G. Coss","Leonardo",1,"3",1968-07-01,"pp. 273-287","10.2307/1571871","The MIT Press","fla","","The ethological command in art is a review of certain aspects of form perception that may be influenced by biological evolution. The information from recent ethological studies, which examines the similarities between animal and human behavior, should interest the artist and augment his intuitive capacity to create aesthetic form. Many factors are involved in the evolutionary changes of most animal species. One factor that has guided the development of animal and human behavior is called selection pressure. An example of selection pressure is the need for social communication for sexual reproduction and group protection. Another category of selection pressure resides in the various dangerous animals and predators that impinge on the survival of particular animal groups. So intense is predator selection pressure that some animal species appear to have evolved unlearned recognition and avoidance of predators. The visual cues for both social signals and predator recognition are termed 'releasers' because they evoke a somewhat stereotyped reaction when viewed by certain animals. Man was certainly exposed to specific selection pressures during his long evolutionary history, and, as a result, he uses intricate social signals, such as facial expressions and body postures, for communicating emotional states during interpersonal contact. The spontaneous fear exhibited by man to snakes, scorpions and other insects with many legs suggests that these avoidance responses represent emotional by-products for survival purposes-residual from an earlier evolutionary period. If the artist desires to create an exciting piece of art, he might consider using various releasers and selected social signals to enhance the visual impact of his work. Some of the visual releasers that will be discussed comprise paired concentric circles, serrated contours and linear bands that exhibit high conspicuousness. The artist can attempt to control the viewer's arousal by selecting visual releasers that will evoke the desired response. /// Dans le domaine de l'Art, l'orientation éthologique consiste à reconsidérer certains aspects de perception des formes qui peuvent être influencés par l'évolution biologique. De récentes comparaisons éthologiques sur l'évolution du comportement animal et humain devraient être de nature à intéresser l'artiste et à augmenter sa capacité intuitive au moment de créer une forme esthétique. De nombreux facteurs agissent sur l'évolution de la plupart des espèces animales. Un premier élément, ayant guidé le développement du comportement animal et humain, est la pression sélective. Un exemple de pression sélective est le besoin de communication sociale visant à la reproduction sexuelle et à la protection du groupe. Une autre catégorie de pression sélective est illustrée par les bêtes féroces, qui réduisent le temps de survie de certaines espèces animales. La pression sélective de la bête féroce est si intense, que certaines espèces animales ont un flair inné provoquant une réaction de défense vis-à-vis des bêtes féroces. Les indices visuels des gestes de communication sociale et de détection des bêtes féroces sont appelés signes stimulants car ils évoquent une sorte de réaction type chez les animaux se trouvant en contact avec ces bêtes féroces. L'homme fut certainement exposé à des pressions sélectives précises au cours de sa longue évolution, d'où l'utilisation de gestes de communication compliqués, tels qu'expressions faciales et attitudes corporelles évoquant les états émotionnels dans les rapports humains. La peur spontanée ressentie par l'homme devant un serpent, un scorpion ou devant tout autre insecte multipattes montre que ces réactions de fuite sont des dérivés émotionnels de l'instinct de conservation, remontant à une époque antérieure de son évolution. Si l'artiste désire créer une œuvre d'art extraordinaire, il devra tenir compte de divers signes stimulants et gestes de communication pour rehausser l'impact visuel de son œuvre. Certains signes stimulants visuels, parmi ceux dont il est question, comprennent des cercles concentriques jumelés, des contours dentelés et des bandes linéaires aux formes très marquées. L'artiste peut essayer de contrôler le degré d'excitation chez l'observateur en sélectionnant des signes stimulants visuels qui évoqueront la réaction souhaitée."
"10.2307/1571872","La crise de la critique d'art","Margit Rowell","Leonardo",1,"3",1968-07-01,"pp. 289-300","10.2307/1571872","The MIT Press","fla","","L'absence d'une formation et l'absence d'une méthode semblent être à la base de ce qu'on peut appeler aujourd'hui la maladie de la critique d'art. Car, à défaut d'une discipline critique, trop souvent l'art n'est qu'un simple prétexte à écrire sa propre prose. Le but de ce papier est d'analyser les défauts majeurs qu'on trouve chez beaucoup d''usurpateurs de la fonction critique'. Cependant la bonne critique a existé et elle existe toujours. Baudelaire fut un critique d'art exemplaire. Son cas n'est pas unique. Le rôle du critique est d'élucider l'œuvre d'art. En tant que voyant il doit aider d'autres à voir. A ces fins, il lui faut une culture artistique solide et une langue précise et claire. Mais il lui faut davantage; des 'qualités spontanées' qui ne s'apprennent pas: une sensibilité artistique, un amour de l'art et une humilité devant les œuvres. La collaboration étroite entre une intelligence disciplinée et l'intuition est finalement ce qui fait le bon critique d'art. Le jugement critique se fait en plusieurs temps. D'abord subjectif, il doit atteindre une certaine objectivité. Ceci ne peut se faire qu'après une analyse technique et formelle de l'œuvre et l'étude de sa signification et de sa nécessité historique. Alors on peut énoncer un jugement critique. Et c'est alors que la fonction critique a un sens. Malheureusement trop souvent dans la presse artistique actuelle cette 'conscience critique' est absente. La crise de la critique d'art qui est le sujet de notre propos est le reflet de cet état de choses. /// Lack of specific training and a critical method seem to be at the core of what one might call the 'illness' of art criticism today. The lack of definition of what art criticism is or should be tempts many to lean on art to write their own prose. Our aim is to analyse the major faults of this kind of art writing which usurps and often even tends to negate the critic's function. Good criticism existed in the past and it exists in the present. Baudelaire was an exemplary critic. His case is by no means unique. The critic's role is to elucidate the work of art. As a kind of visionary, he should help others to see through his eyes. This requires a solid artistic background and experience, and a language which is clear and precise. But these qualifications are not enough. Great sensitivity, a love of art and humility in front of works of art are also necessary to his profession. These cannot be learned. Thus it is the close collaboration of disciplined intelligence and intuition that makes the good critic. Critical judgment is built on several successive phases of experience. Purely subjective reactions must become objective through the conscientious analysis of a work of art: forms, technique, meaning, historical necessity. Only then is critical judgment possible. And only then is art criticism meaningful. Unfortunately, what we call 'critical conscience' is lacking in much art writing today. It is for that reason that one can speak of a 'crisis' in reference to contemporary art criticism."
"10.2307/1571873","Three Paintings","Reginald Gadney","Leonardo",1,"3",1968-07-01,"pp. 301-303","10.2307/1571873","The MIT Press","fla","",""
"10.2307/1571874","Table tableau","Ida Karskaya","Leonardo",1,"3",1968-07-01,"pp. 305-307","10.2307/1571874","The MIT Press","fla","",""
